,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,charge,revenue
288,1477348,298824,Bareburger,American,12.56,Weekend,Not given,24,26,0.15,1.884
289,1477525,52360,TAO,Japanese,24.3,Weekend,Not given,24,22,0.25,6.075
290,1477920,83504,Balthazar Boulangerie,French,29.15,Weekday,4,31,28,0.25,7.2875
291,1477797,194778,Shake Shack,American,16.06,Weekend,5,30,17,0.15,2.409
292,1477640,105992,RedFarm Broadway,Chinese,24.3,Weekend,5,27,29,0.25,6.075
293,1477091,373486,Chipotle Mexican Grill $1.99 Delivery,Mexican,9.6,Weekend,3,23,26,0.15,1.44
294,1477010,49631,The Meatball Shop,Italian,19.4,Weekend,Not given,28,17,0.15,2.9099999999999997
295,1478324,250494,Blue Ribbon Fried Chicken,American,29.1,Weekend,4,21,22,0.25,7.275
296,1477908,378923,Vanessa's Dumpling House,Chinese,12.18,Weekend,Not given,27,18,0.15,1.827
297,1477573,58898,RedFarm Broadway,Chinese,21.39,Weekend,5,23,24,0.25,5.3475
298,1476728,250494,Bubby's ,American,24.25,Weekend,Not given,34,28,0.25,6.0625
299,1477815,144997,RedFarm Hudson,Chinese,32.93,Weekend,Not given,33,30,0.25,8.2325
300,1477283,75115,RedFarm Hudson,Chinese,14.07,Weekday,Not given,20,32,0.15,2.1105
301,1476856,59674,Woorijip,Korean,8.25,Weekend,3,26,26,0.15,1.2375
302,1477265,115238,The Smile,American,19.4,Weekday,5,26,27,0.15,2.9099999999999997
303,1477723,368663,Shake Shack,American,12.18,Weekend,4,23,28,0.15,1.827
304,1478020,128353,The Meatball Shop,Italian,14.94,Weekend,5,32,25,0.15,2.2409999999999997
305,1477729,355713,RedFarm Broadway,Chinese,14.26,Weekend,Not given,28,24,0.15,2.139
306,1477312,269793,Dirty Bird To Go (archived),American,8.54,Weekend,Not given,32,30,0.15,1.281
307,1476577,100778,The Meatball Shop,Italian,12.18,Weekend,Not given,25,28,0.15,1.827
308,1477032,60052,Rubirosa,Italian,29.1,Weekend,5,30,28,0.25,7.275
309,1478221,47280,Rubirosa,Italian,12.56,Weekend,4,31,17,0.15,1.884
310,1477747,183520,Blue Ribbon Sushi,Japanese,9.17,Weekend,3,25,28,0.15,1.3755
311,1477389,391860,Lucky's Famous Burgers,American,16.2,Weekend,5,32,27,0.15,2.4299999999999997
312,1477983,334373,Five Guys Burgers and Fries,American,14.12,Weekday,5,23,32,0.15,2.118
313,1477642,370405,Haveli Indian Restaurant,Indian,5.72,Weekend,3,24,26,0.15,0.858
314,1478229,64153,Blue Ribbon Fried Chicken,American,21.34,Weekend,Not given,35,23,0.25,5.335
315,1477270,314480,Shake Shack,American,6.79,Weekend,Not given,20,25,0.15,1.0185
316,1477301,232035,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,22,29,0.15,1.827
317,1476821,80434,Bareburger,American,12.18,Weekend,Not given,33,18,0.15,1.827
318,1476979,81166,Dos Caminos,Mexican,6.11,Weekend,5,26,21,0.15,0.9165
319,1477762,91397,Chipotle Mexican Grill $1.99 Delivery,Mexican,14.16,Weekday,Not given,22,24,0.15,2.124
320,1476906,237592,Shake Shack,American,5.68,Weekend,Not given,31,30,0.15,0.852
321,1476867,91879,da Umberto,Italian,12.27,Weekday,5,20,30,0.15,1.8404999999999998
322,1477834,22405,The Meatball Shop,Italian,20.18,Weekend,4,32,26,0.25,5.045
323,1477577,290693,Shake Shack,American,14.02,Weekend,5,26,21,0.15,2.1029999999999998
324,1477492,64658,Blue Ribbon Sushi Bar & Grill,Japanese,16.2,Weekday,5,27,27,0.15,2.4299999999999997
325,1476848,365401,Dirty Bird To Go (archived),American,15.57,Weekend,Not given,30,24,0.15,2.3355
326,1477870,301032,Mission Cantina,Mexican,14.45,Weekend,Not given,27,29,0.15,2.1675
327,1477714,100536,Shake Shack,American,8.15,Weekend,Not given,26,17,0.15,1.2225
328,1478075,232359,The Meatball Shop,American,29.25,Weekend,3,21,19,0.25,7.3125
329,1477677,181782,Parm,Italian,8.78,Weekend,3,23,26,0.15,1.317
330,1476589,146588,Sushi of Gari,Japanese,15.96,Weekend,5,23,22,0.15,2.394
331,1477828,360844,Tamarind TriBeCa,Indian,8.59,Weekday,5,32,31,0.15,1.2885
332,1477680,353606,P.J. Clarke's,American,15.62,Weekday,5,27,32,0.15,2.343
333,1477468,109221,Tortaria,Mexican,13.0,Weekday,5,21,24,0.15,1.95
334,1476619,78318,RedFarm Hudson,Chinese,12.23,Weekend,4,24,19,0.15,1.8345
335,1476702,152786,Cafe Habana,Mexican,25.22,Weekday,Not given,32,28,0.25,6.305
336,1478081,118776,Blue Ribbon Sushi Bar & Grill,Japanese,5.87,Weekend,4,31,20,0.15,0.8805
337,1477598,81110,Hill Country Fried Chicken,Southern,24.2,Weekend,4,25,15,0.25,6.05
338,1477624,104336,Shake Shack,American,19.45,Weekday,4,28,24,0.15,2.9175
339,1476773,92806,Shake Shack,American,12.18,Weekend,Not given,29,22,0.15,1.827
340,1478299,130521,Lucky's Famous Burgers,American,6.01,Weekend,Not given,33,16,0.15,0.9015
341,1477326,52031,Han Dynasty,Chinese,21.93,Weekend,Not given,24,20,0.25,5.4825
342,1478152,304708,Parm,Italian,5.92,Weekend,3,21,25,0.15,0.888
343,1478396,74925,Cafe Mogador,Middle Eastern,24.2,Weekend,4,32,22,0.25,6.05
344,1477537,104130,Blue Ribbon Sushi,Japanese,15.76,Weekend,Not given,30,26,0.15,2.364
345,1478372,133202,Sushi Samba,Japanese,6.11,Weekend,5,30,27,0.15,0.9165
346,1478338,150865,Vanessa's Dumpling House,Chinese,5.72,Weekend,Not given,20,21,0.15,0.858
347,1477025,331608,Shake Shack,American,19.4,Weekend,Not given,30,18,0.15,2.9099999999999997
348,1477158,363561,Shake Shack,American,8.49,Weekday,Not given,33,32,0.15,1.2735
349,1477375,235620,Shake Shack,American,32.93,Weekend,Not given,32,25,0.25,8.2325
350,1478316,118975,Shake Shack,American,12.23,Weekend,Not given,20,27,0.15,1.8345
351,1476553,128224,Osteria Morini,Italian,9.17,Weekend,Not given,25,22,0.15,1.3755
352,1478330,109419,The Meatball Shop,Italian,11.69,Weekend,Not given,30,21,0.15,1.7534999999999998
353,1476999,63417,Pepe Rosso To Go,Italian,24.2,Weekend,3,27,19,0.25,6.05
354,1476569,55334,Sushi of Gari Tribeca,Japanese,9.85,Weekend,Not given,26,17,0.15,1.4774999999999998
355,1477040,301618,Vanessa's Dumplings,Chinese,25.22,Weekday,Not given,32,24,0.25,6.305
356,1476599,47386,Bubby's ,American,22.75,Weekend,5,32,16,0.25,5.6875
357,1476548,122609,Blue Ribbon Sushi,Japanese,6.84,Weekend,4,20,30,0.15,1.026
358,1477099,391746,Blue Ribbon Sushi,Japanese,24.3,Weekend,4,35,18,0.25,6.075
359,1477508,62027,Momoya,Japanese,19.35,Weekend,4,27,28,0.15,2.9025000000000003
360,1478067,237616,Shake Shack,American,12.13,Weekday,3,22,27,0.15,1.8195000000000001
361,1476946,103526,Burger Joint,American,9.02,Weekday,5,24,29,0.15,1.353
362,1477339,68965,RedFarm Hudson,Chinese,12.18,Weekend,Not given,20,18,0.15,1.827
363,1477490,232035,ilili Restaurant,Middle Eastern,9.17,Weekend,Not given,26,19,0.15,1.3755
364,1477135,62359,Pylos,Mediterranean,19.4,Weekend,Not given,28,29,0.15,2.9099999999999997
365,1477931,403833,Room Service,Thai,6.69,Weekday,Not given,25,32,0.15,1.0035
366,1477822,61588,Blue Ribbon Sushi,Japanese,5.82,Weekend,Not given,34,27,0.15,0.873
367,1477360,91907,Sarabeth's Restaurant,American,12.08,Weekend,Not given,28,26,0.15,1.8119999999999998
368,1477163,376578,Shake Shack,American,15.76,Weekend,5,32,24,0.15,2.364
369,1476732,212469,Blue Ribbon Fried Chicken,American,33.03,Weekend,5,34,24,0.25,8.2575
370,1477987,104563,Blue Ribbon Sushi,Japanese,24.25,Weekend,4,24,23,0.25,6.0625
371,1478315,235818,Shake Shack,American,12.13,Weekend,Not given,30,19,0.15,1.8195000000000001
372,1476941,127149,Sarabeth's East,American,5.72,Weekend,Not given,33,26,0.15,0.858
373,1477014,399520,Xe May Sandwich Shop,Vietnamese,7.96,Weekend,5,25,29,0.15,1.194
374,1476640,142773,Hibino,Japanese,14.02,Weekend,4,28,15,0.15,2.1029999999999998
375,1478272,318874,The Kati Roll Company,Indian,14.07,Weekend,5,33,17,0.15,2.1105
376,1477026,355592,CafÌ© China,Chinese,21.83,Weekend,4,32,15,0.25,5.4575
377,1476897,197265,Hill Country Fried Chicken,Southern,29.15,Weekend,Not given,20,17,0.25,7.2875
378,1476560,149508,Shake Shack,American,22.26,Weekend,4,32,17,0.25,5.565
379,1477007,342882,Yama Japanese Restaurant,Japanese,5.82,Weekend,Not given,30,30,0.15,0.873
380,1477958,309981,Blue Ribbon Fried Chicken,American,29.1,Weekend,Not given,31,27,0.25,7.275
381,1478102,165695,The Smile,American,13.39,Weekend,Not given,20,16,0.15,2.0085
382,1478088,77540,Nobu Next Door,Japanese,9.7,Weekend,5,30,29,0.15,1.4549999999999998
383,1478252,94167,Dos Caminos,Mexican,22.36,Weekend,Not given,30,26,0.25,5.59
384,1477964,165130,The Meatball Shop,Italian,12.13,Weekday,4,22,32,0.15,1.8195000000000001
385,1477708,141908,Bareburger,American,6.07,Weekend,4,23,15,0.15,0.9105
386,1476623,277898,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,22,26,0.25,6.075
387,1476912,149386,Yama Japanese Restaurant,Japanese,8.78,Weekend,4,22,28,0.15,1.317
388,1478104,75722,Osteria Morini,Italian,24.25,Weekday,Not given,22,24,0.25,6.0625
389,1478065,212326,RedFarm Broadway,Chinese,20.18,Weekday,Not given,30,26,0.25,5.045
390,1477196,50123,Cafe Habana,Mexican,4.85,Weekend,5,28,22,0.0,0.0
391,1477531,52463,RedFarm Broadway,Chinese,6.06,Weekend,3,32,18,0.15,0.9089999999999999
392,1476580,331143,Waverly Diner,American,6.84,Weekend,Not given,24,18,0.15,1.026
393,1477844,134340,Mira Sushi,Japanese,13.05,Weekend,4,33,29,0.15,1.9575
394,1477192,374286,Vanessa's Dumpling House,Chinese,5.92,Weekday,Not given,30,32,0.15,0.888
395,1476618,351749,Shake Shack,American,12.13,Weekday,5,30,26,0.15,1.8195000000000001
396,1477256,196355,Shake Shack,American,12.18,Weekday,5,23,31,0.15,1.827
397,1477919,75484,Five Guys Burgers and Fries,American,29.15,Weekend,Not given,20,16,0.25,7.2875
398,1478120,47440,Blue Ribbon Fried Chicken,American,8.1,Weekend,Not given,33,22,0.15,1.2149999999999999
399,1477791,300549,Shake Shack,American,7.23,Weekend,3,29,18,0.15,1.0845
400,1477806,195927,Boqueria,Spanish,12.66,Weekend,Not given,27,30,0.15,1.899
401,1477631,115519,The Meatball Shop,Italian,12.23,Weekend,4,31,28,0.15,1.8345
402,1477566,211697,Shake Shack,American,9.07,Weekday,4,21,32,0.15,1.3605
403,1477156,93797,ilili Restaurant,Middle Eastern,6.02,Weekday,Not given,27,29,0.15,0.9029999999999999
404,1478136,61388,Five Guys Burgers and Fries,American,14.12,Weekend,4,27,27,0.15,2.118
405,1477690,370096,Melt Shop,American,21.93,Weekend,5,30,18,0.25,5.4825
406,1477237,59217,Jack's Wife Freda,Mediterranean,16.15,Weekend,4,26,22,0.15,2.4225
407,1477107,211697,Shake Shack,American,7.08,Weekend,4,25,23,0.15,1.062
408,1478108,87188,Momoya,Japanese,32.93,Weekday,3,28,27,0.25,8.2325
409,1478047,127934,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,20,26,0.15,1.8195000000000001
410,1477535,125123,S'MAC,American,15.57,Weekend,5,34,28,0.15,2.3355
411,1477517,77793,The Meatball Shop,Italian,29.15,Weekend,5,23,30,0.25,7.2875
412,1478029,403019,S'MAC,American,15.47,Weekday,5,31,32,0.15,2.3205
413,1476585,141918,S'MAC,American,12.37,Weekend,4,30,28,0.15,1.8554999999999997
414,1477620,148320,Tamarind TriBeCa,Indian,16.49,Weekday,Not given,31,28,0.15,2.4734999999999996
415,1476664,164016,Blue Ribbon Fried Chicken,American,24.3,Weekday,5,20,27,0.25,6.075
416,1478422,197832,The Meatball Shop,Italian,14.84,Weekend,Not given,20,28,0.15,2.226
417,1477482,114919,Yama Japanese Restaurant,Japanese,25.27,Weekend,Not given,30,16,0.25,6.3175
418,1477271,94152,The Meatball Shop,Italian,17.08,Weekday,5,22,26,0.15,2.562
419,1477094,384571,Blue Ribbon Fried Chicken,American,22.31,Weekday,5,28,27,0.25,5.5775
420,1477722,347263,Dos Caminos,Mexican,12.08,Weekday,5,26,26,0.15,1.8119999999999998
421,1476831,169478,RedFarm Broadway,Chinese,12.61,Weekend,4,32,17,0.15,1.8914999999999997
422,1477843,241719,Blue Ribbon Sushi Izakaya,Japanese,13.1,Weekday,5,24,28,0.15,1.9649999999999999
423,1477323,59181,RedFarm Hudson,Chinese,12.13,Weekend,5,28,29,0.15,1.8195000000000001
424,1477066,376381,Shake Shack,American,8.25,Weekend,Not given,30,15,0.15,1.2375
425,1477914,366975,Blue Ribbon Sushi Bar & Grill,Japanese,16.39,Weekend,Not given,31,18,0.15,2.4585
426,1478064,221430,Han Dynasty,Chinese,14.75,Weekend,Not given,30,16,0.15,2.2125
427,1477711,67647,J. G. Melon,American,12.66,Weekend,4,23,20,0.15,1.899
428,1477410,39011,Mamoun's Falafel,Mediterranean,9.07,Weekend,Not given,20,24,0.15,1.3605
429,1477278,347263,Hummus Place,Middle Eastern,16.15,Weekend,4,30,28,0.15,2.4225
430,1477663,93133,Nobu Next Door,Japanese,29.29,Weekday,4,30,24,0.25,7.3225
431,1477195,64830,Cafeteria,American,20.47,Weekday,3,32,24,0.25,5.1175
432,1477737,104548,Tarallucci e Vino Restaurant,Italian,11.59,Weekend,Not given,21,15,0.15,1.7385
433,1477058,65779,The Kati Roll Company,Indian,24.35,Weekday,Not given,33,29,0.25,6.0875
434,1476996,149984,Sushi of Gari 46,Japanese,16.44,Weekend,4,24,27,0.15,2.466
435,1477193,304291,P.J. Clarke's,American,5.92,Weekday,3,33,30,0.15,0.888
436,1476596,199735,The Meatball Shop,Italian,14.12,Weekend,Not given,32,18,0.15,2.118
437,1477154,143796,S'MAC,American,5.92,Weekday,4,34,30,0.15,0.888
438,1478278,42755,Blue Ribbon Fried Chicken,American,13.0,Weekend,Not given,29,30,0.15,1.95
439,1478355,68103,The Meatball Shop,Italian,21.83,Weekend,4,30,20,0.25,5.4575
440,1476557,348787,Otto Enoteca Pizzeria,Italian,16.15,Weekend,Not given,35,22,0.15,2.4225
441,1477264,35774,The Meatball Shop,Italian,12.23,Weekday,Not given,28,33,0.15,1.8345
442,1476806,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,24.3,Weekday,Not given,21,33,0.25,6.075
443,1478000,167136,ilili Restaurant,Middle Eastern,29.05,Weekend,Not given,24,29,0.25,7.2625
444,1478159,57943,Shake Shack,American,15.76,Weekend,3,35,29,0.15,2.364
445,1476910,397362,TAO,Japanese,8.1,Weekend,5,32,16,0.15,1.2149999999999999
446,1476660,47280,Blue Ribbon Sushi,Japanese,12.18,Weekend,5,34,29,0.15,1.827
447,1477558,268365,Cafe Mogador,Middle Eastern,25.17,Weekend,4,23,30,0.25,6.2925
448,1477458,114247,Shake Shack,American,20.23,Weekend,Not given,32,18,0.25,5.0575
449,1477233,110138,Saravanaa Bhavan,Indian,9.12,Weekday,5,28,28,0.15,1.3679999999999999
450,1477772,91958,TAO,Japanese,12.18,Weekday,Not given,26,33,0.15,1.827
451,1477319,145389,Westville Hudson,American,20.23,Weekday,Not given,31,29,0.25,5.0575
452,1477731,122609,Blue Ribbon Sushi Izakaya,Japanese,24.25,Weekend,5,33,21,0.25,6.0625
453,1477571,121476,Blue Ribbon Fried Chicken,American,16.2,Weekend,Not given,32,23,0.15,2.4299999999999997
454,1477274,96877,Melt Shop,American,9.12,Weekday,Not given,29,33,0.15,1.3679999999999999
455,1477276,304449,Friend of a Farmer,American,9.75,Weekend,Not given,26,30,0.15,1.4625
456,1478046,53289,The Loop,Japanese,31.38,Weekend,4,26,24,0.25,7.845
457,1478398,137617,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,34,21,0.25,6.075
458,1477991,69713,The Meatball Shop,Italian,19.35,Weekend,5,21,23,0.15,2.9025000000000003
459,1478267,93065,Han Dynasty,Chinese,14.16,Weekend,Not given,30,23,0.15,2.124
460,1477901,353676,indikitch,Indian,9.26,Weekend,5,33,26,0.15,1.389
461,1478247,104555,Sushi of Gari,Japanese,32.98,Weekend,4,34,21,0.25,8.245
462,1477875,154022,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,5,22,18,0.15,1.827
463,1476749,351799,Sushi of Gari Tribeca,Japanese,9.55,Weekend,4,35,25,0.15,1.4325
464,1477600,347263,Hangawi,Korean,6.74,Weekend,Not given,21,22,0.15,1.011
465,1477500,152786,Cafe Habana,Mexican,14.07,Weekend,4,26,21,0.15,2.1105
466,1477498,103500,RedFarm Hudson,Chinese,14.02,Weekend,Not given,29,22,0.15,2.1029999999999998
467,1478337,100527,Empanada Mama (closed),Mexican,5.92,Weekday,3,34,25,0.15,0.888
468,1476736,60835,Nobu Next Door,Japanese,12.46,Weekend,4,35,28,0.15,1.869
469,1477372,55227,Sushi of Gari Tribeca,Japanese,29.2,Weekend,5,32,22,0.25,7.3
470,1477126,41409,Nobu Next Door,Japanese,15.76,Weekday,Not given,33,31,0.15,2.364
471,1478158,232035,Balade,Middle Eastern,9.22,Weekday,5,25,24,0.15,1.383
472,1476586,173667,Osteria Morini,Italian,8.88,Weekend,Not given,34,26,0.15,1.332
473,1477951,242689,The Odeon,American,13.92,Weekend,Not given,34,23,0.15,2.088
474,1477472,67845,RedFarm Hudson,Chinese,29.34,Weekend,5,27,29,0.25,7.335
475,1476738,233614,Yama 49,Japanese,22.36,Weekend,Not given,33,25,0.25,5.59
476,1477445,97079,Donburi-ya,Japanese,5.77,Weekend,Not given,27,29,0.15,0.8654999999999999
477,1477738,97346,Osteria Morini,Italian,12.13,Weekend,5,22,26,0.15,1.8195000000000001
478,1477403,87603,The Meatball Shop,American,6.69,Weekend,4,27,27,0.15,1.0035
479,1477392,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.57,Weekend,4,31,20,0.15,2.3355
480,1476877,53289,The Loop,Japanese,4.66,Weekend,Not given,34,25,0.0,0.0
481,1477877,360844,RedFarm Broadway,Chinese,19.35,Weekend,5,33,18,0.15,2.9025000000000003
482,1477586,84087,The Meatball Shop,Italian,8.78,Weekday,5,34,33,0.15,1.317
483,1477936,133202,Blue Ribbon Sushi,Japanese,9.17,Weekend,Not given,27,29,0.15,1.3755
484,1478209,63141,Shake Shack,American,29.1,Weekend,Not given,23,28,0.25,7.275
485,1477643,139827,RedFarm Hudson,Chinese,5.77,Weekend,4,33,28,0.15,0.8654999999999999
486,1477809,148499,Posto,Italian,24.25,Weekend,Not given,23,25,0.25,6.0625
487,1478380,110091,The Meatball Shop,Italian,9.41,Weekday,5,30,32,0.15,1.4115
488,1477516,52256,Han Dynasty,Chinese,29.15,Weekend,Not given,31,19,0.25,7.2875
489,1476915,142273,Pepe Rosso To Go,Italian,15.57,Weekend,5,29,27,0.15,2.3355
490,1478109,87006,Nobu Next Door,Japanese,11.59,Weekend,5,26,24,0.15,1.7385
491,1476914,141445,Parm,Italian,16.3,Weekend,3,26,23,0.15,2.445
492,1477463,66505,Mamoun's Falafel,Mediterranean,12.18,Weekday,5,25,30,0.15,1.827
493,1477521,113972,RedFarm Hudson,Chinese,12.08,Weekday,Not given,21,26,0.15,1.8119999999999998
494,1477427,291891,The Kati Roll Company,Indian,17.03,Weekend,5,24,22,0.15,2.5545
495,1476944,105614,Terakawa Ramen,Japanese,8.54,Weekday,3,27,25,0.15,1.281
496,1477929,87006,Nobu Next Door,Japanese,6.74,Weekend,Not given,31,29,0.15,1.011
497,1477220,41249,Kambi Ramen House,Japanese,32.93,Weekend,5,35,19,0.25,8.2325
498,1476866,42018,Blue Ribbon Sushi,Japanese,12.18,Weekday,Not given,34,32,0.15,1.827
499,1477037,79215,Blue Ribbon Sushi,Japanese,12.23,Weekend,3,33,21,0.15,1.8345
500,1477495,92806,Shake Shack,American,14.94,Weekday,Not given,33,31,0.15,2.2409999999999997
501,1477248,349123,Shake Shack,American,12.95,Weekday,5,20,30,0.15,1.9425
502,1476740,60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4,31,25,0.25,6.2925
503,1477238,87727,Blue Ribbon Sushi,Japanese,13.87,Weekend,Not given,28,28,0.15,2.0805
504,1478052,77544,Shake Shack,American,24.3,Weekend,4,35,16,0.25,6.075
505,1477130,365469,Wo Hop Restaurant,Chinese,14.16,Weekend,4,22,16,0.15,2.124
506,1477856,143984,The Smile,American,25.17,Weekend,3,31,15,0.25,6.2925
507,1477592,87357,Shake Shack,American,31.43,Weekend,5,30,19,0.25,7.8575
508,1477659,54093,Shake Shack,American,13.0,Weekend,Not given,20,18,0.15,1.95
509,1477661,122852,Blue Ribbon Fried Chicken,American,24.2,Weekend,Not given,28,29,0.25,6.05
510,1477230,284455,Shake Shack,American,12.66,Weekend,5,35,24,0.15,1.899
511,1476624,117810,Momoya,Japanese,6.84,Weekday,Not given,21,24,0.15,1.026
512,1477832,100778,Spice Thai,Thai,15.86,Weekend,Not given,34,25,0.15,2.379
513,1477749,362842,Cafe Habana,Mexican,9.75,Weekday,5,34,30,0.15,1.4625
514,1478037,97346,da Umberto,Italian,7.61,Weekend,Not given,23,26,0.15,1.1415
515,1477109,208020,Sushi of Gari 46,Japanese,29.05,Weekend,Not given,21,23,0.25,7.2625
516,1476902,165110,Room Service,Thai,22.31,Weekend,Not given,22,15,0.25,5.5775
517,1476916,52832,Dickson's Farmstand Meats,American,15.72,Weekend,4,23,28,0.15,2.358
518,1476703,405334,TAO,Japanese,25.22,Weekend,Not given,26,16,0.25,6.305
519,1477785,77306,Xi'an Famous Foods,Chinese,24.3,Weekend,4,32,29,0.25,6.075
520,1476650,88201,J. G. Melon,American,8.35,Weekend,5,29,23,0.15,1.2525
521,1476643,88185,Momoya,Japanese,22.85,Weekend,4,32,17,0.25,5.7125
522,1477371,369452,UVA Wine Bar & Restaurant,Italian,29.15,Weekend,Not given,29,30,0.25,7.2875
523,1476994,141576,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekday,5,23,28,0.15,2.9025000000000003
524,1476934,126134,Jack's Wife Freda,Mediterranean,32.93,Weekend,3,21,16,0.25,8.2325
525,1476954,97370,Momoya,Japanese,14.21,Weekend,Not given,24,30,0.15,2.1315
526,1478160,52832,Donburi-ya,Japanese,15.86,Weekday,5,28,28,0.15,2.379
527,1478228,86233,TAO,Japanese,15.28,Weekend,4,33,22,0.15,2.292
528,1478002,348096,The Meatball Shop,Italian,12.13,Weekend,5,34,16,0.15,1.8195000000000001
529,1478112,232542,The Meatball Shop,Italian,22.36,Weekend,4,35,21,0.25,5.59
530,1478114,237616,Shake Shack,American,5.68,Weekend,Not given,26,18,0.15,0.852
531,1477400,68775,Sushi of Gari Tribeca,Japanese,29.15,Weekend,4,22,17,0.25,7.2875
532,1478274,374826,Waverly Diner,American,22.8,Weekend,4,25,21,0.25,5.7
533,1477804,381020,The Meatball Shop,Italian,19.45,Weekend,5,21,19,0.15,2.9175
534,1477572,150865,Vanessa's Dumpling House,Chinese,15.52,Weekend,5,20,23,0.15,2.328
535,1476904,60845,Blue Ribbon Sushi,Japanese,25.27,Weekend,3,20,20,0.25,6.3175
536,1477336,94480,The Meatball Shop,Italian,32.93,Weekend,5,34,29,0.25,8.2325
537,1476929,61181,S'MAC,American,24.2,Weekend,Not given,28,17,0.25,6.05
538,1477812,93505,Rubirosa,Italian,24.2,Weekend,5,31,15,0.25,6.05
539,1477210,182080,Shake Shack,American,14.65,Weekday,Not given,26,33,0.15,2.1975
540,1477873,370053,Shake Shack,American,12.08,Weekend,3,29,24,0.15,1.8119999999999998
541,1477858,60052,Rubirosa,Italian,5.77,Weekend,Not given,27,21,0.15,0.8654999999999999
542,1477788,270444,P.J. Clarke's,American,4.71,Weekend,Not given,23,15,0.0,0.0
543,1476711,106968,Blue Ribbon Fried Chicken,American,8.78,Weekend,Not given,22,26,0.15,1.317
544,1477997,186473,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,3,34,25,0.15,1.8345
545,1477523,53503,RedFarm Broadway,Chinese,12.23,Weekend,4,21,21,0.15,1.8345
546,1476572,356195,Blue Ribbon Fried Chicken,American,29.15,Weekday,5,20,29,0.25,7.2875
547,1476895,105460,Burger Joint,American,13.1,Weekend,Not given,22,18,0.15,1.9649999999999999
548,1478236,121905,Chipotle Mexican Grill $1.99 Delivery,Mexican,22.26,Weekend,4,21,21,0.25,5.565
549,1476628,70456,Parm,Italian,12.56,Weekday,Not given,32,28,0.15,1.884
550,1476927,62626,Sushi of Gari 46,Japanese,13.05,Weekend,Not given,24,22,0.15,1.9575
551,1477547,242754,Rubirosa,Italian,13.92,Weekend,Not given,29,27,0.15,2.088
552,1478349,229946,Balthazar Boulangerie,French,21.39,Weekend,Not given,35,29,0.25,5.3475
553,1477850,216438,Blue Ribbon Sushi,Japanese,29.25,Weekend,Not given,33,17,0.25,7.3125
554,1478048,101202,Burger Joint,American,12.18,Weekend,4,35,15,0.15,1.827
555,1477133,175290,Shake Shack,American,12.18,Weekend,Not given,26,25,0.15,1.827
556,1476746,201471,ilili Restaurant,Middle Eastern,12.66,Weekend,5,21,15,0.15,1.899
557,1477724,80531,RedFarm Hudson,Chinese,12.18,Weekend,Not given,24,27,0.15,1.827
558,1476911,74707,Bareburger,American,8.63,Weekend,4,21,22,0.15,1.2945
559,1478292,334373,Tamarind TriBeCa,Indian,12.18,Weekend,Not given,26,30,0.15,1.827
560,1478024,241719,Sushi of Gari Tribeca,Japanese,14.12,Weekend,Not given,21,29,0.15,2.118
561,1478281,58898,Blue Ribbon Sushi,Japanese,16.93,Weekend,4,30,25,0.15,2.5395
562,1478009,379538,Parm,Italian,6.79,Weekend,3,21,30,0.15,1.0185
563,1476898,174437,Han Dynasty,Chinese,29.2,Weekend,Not given,26,30,0.25,7.3
564,1477285,325285,RedFarm Broadway,Chinese,14.02,Weekday,Not given,25,26,0.15,2.1029999999999998
565,1478335,84502,Nobu Next Door,Japanese,25.17,Weekend,4,31,29,0.25,6.2925
566,1477934,60052,RedFarm Broadway,Chinese,12.61,Weekend,5,28,21,0.15,1.8914999999999997
567,1476645,140477,Serafina Fabulous Pizza,Italian,13.68,Weekend,5,20,20,0.15,2.052
568,1477450,79215,Blue Ribbon Sushi,Japanese,11.93,Weekend,3,24,21,0.15,1.7894999999999999
569,1477657,177078,Lantern Thai Kitchen,Thai,13.97,Weekend,Not given,28,29,0.15,2.0955
570,1478135,276431,The Meatball Shop,Italian,14.02,Weekday,5,20,27,0.15,2.1029999999999998
571,1477254,58898,Blue Ribbon Sushi,Japanese,8.1,Weekend,5,35,18,0.15,1.2149999999999999
572,1477705,60397,Jack's Wife Freda,Mediterranean,12.18,Weekend,3,33,23,0.15,1.827
573,1477814,62359,Pylos,Mediterranean,35.41,Weekday,4,21,29,0.25,8.8525
574,1478059,53947,Gaia Italian Cafe,Italian,8.78,Weekend,Not given,25,15,0.15,1.317
575,1478192,54365,Shake Shack,American,16.25,Weekend,5,27,23,0.15,2.4375
576,1477743,104130,Blue Ribbon Sushi,Japanese,6.64,Weekend,Not given,23,15,0.15,0.9959999999999999
577,1477203,60138,The Meatball Shop,American,15.86,Weekday,5,29,26,0.15,2.379
